train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall,train_report,val_report
0.7346394837754113,0.6355201950804754,0.5321428571428571,0.6557142857142857,0.5324768022840828,0.6542324246771879,0.5300177619893428,0.6666666666666666,0.5349587665830047,0.6422535211267606,[],[]
0.5273967021277972,0.4602768800475381,0.7358928571428571,0.8457142857142858,0.7425587467362924,0.8443804034582133,0.7215832205683356,0.8643067846607669,0.7647902474005019,0.8253521126760563,[],[]
0.3966886167015348,0.3931639404459433,0.8205357142857143,0.8657142857142858,0.8210788677229838,0.8722826086956522,0.8154172560113154,0.84251968503937,0.8268196486195769,0.9042253521126761,[],[]
0.36301638883139403,0.3480027062310414,0.8351785714285714,0.88,0.8360859527614989,0.8816901408450705,0.8282899366643209,0.8816901408450705,0.8440301183219792,0.8816901408450705,[],[]
0.3252543342326369,0.31870539334009995,0.8585714285714285,0.8928571428571429,0.8586723768736617,0.8951048951048951,0.8547069271758437,0.8888888888888888,0.862674793832915,0.9014084507042254,[],[]
0.32111189246443766,0.3011948104778474,0.8592857142857143,0.89,0.8596866096866097,0.888243831640058,0.8539087371772197,0.9161676646706587,0.8655432054499821,0.8619718309859155,[],[]
0.3044965157844126,0.28256095937368547,0.8691071428571429,0.8985714285714286,0.8681417521136895,0.9023383768913342,0.8711191335740072,0.8817204301075269,0.8651846539978487,0.923943661971831,[],[]
0.28334049846976994,0.26665730181742797,0.8860714285714286,0.8971428571428571,0.8859899928520372,0.9,0.8831492696829355,0.8876712328767123,0.8888490498386519,0.9126760563380282,[],[]
0.28491404360958505,0.2567285349253904,0.8826785714285714,0.9085714285714286,0.8827832292595896,0.9098591549295775,0.8785511363636364,0.9098591549295775,0.8870562925779849,0.9098591549295775,[],[]
0.2734485284225749,0.2484284353188493,0.8885714285714286,0.9057142857142857,0.8892045454545454,0.9090909090909091,0.8807597608160393,0.889487870619946,0.8978128361419864,0.9295774647887324,[],[]
0.2628101809981412,0.24018344223837962,0.8978571428571429,0.9114285714285715,0.8973806960889845,0.9121813031161473,0.8980251346499102,0.9173789173789174,0.8967371817855863,0.9070422535211268,[],[]
0.25881661636422254,0.23322020191699266,0.8992857142857142,0.9157142857142857,0.8992857142857142,0.9174825174825175,0.895766631092138,0.9111111111111111,0.9028325564718537,0.923943661971831,[],[]
0.22858954674564302,0.23063238054005938,0.9130357142857143,0.9157142857142857,0.9126770665232203,0.9192886456908345,0.9128407460545194,0.8936170212765957,0.912513445679455,0.9464788732394366,[],[]
0.22847193805700433,0.22500209679657762,0.9119642857142857,0.9114285714285715,0.911506013283073,0.9148351648351648,0.9126527677929547,0.8927613941018767,0.9103621369666547,0.9380281690140845,[],[]
0.22154344995007186,0.22419578112153846,0.9192857142857143,0.9085714285714286,0.9189092213850018,0.9123287671232877,0.9195691202872531,0.888,0.9182502689135891,0.9380281690140845,[],[]
0.2316815859801136,0.2148973772048273,0.91875,0.9214285714285714,0.9182095991371562,0.9235048678720446,0.9206921413121846,0.9120879120879121,0.9157404087486555,0.9352112676056338,[],[]
0.22767570510639676,0.21143168746493757,0.9232142857142858,0.9285714285714286,0.9226896799712334,0.9297752808988764,0.9253516047601875,0.927170868347339,0.920043026174256,0.9323943661971831,[],[]
0.22442646600555496,0.21027772386812352,0.9283928571428571,0.9257142857142857,0.9280975434821589,0.927170868347339,0.9282639885222381,0.9220055710306406,0.9279311581211904,0.9323943661971831,[],[]
0.21490612875054857,0.20908577683043073,0.92875,0.9285714285714286,0.9282245008094981,0.9297752808988764,0.9314079422382672,0.927170868347339,0.9250627465041233,0.9323943661971831,[],[]
0.220604549568213,0.21081723850643772,0.9296428571428571,0.9242857142857143,0.9290601368383147,0.9262865090403338,0.9330922242314648,0.9148351648351648,0.9250627465041233,0.9380281690140845,[],[]
0.2196378948189418,0.2114519723479382,0.9317857142857143,0.9271428571428572,0.9314675278076785,0.927246790299572,0.9321364452423698,0.9393063583815029,0.9307995697382574,0.9154929577464789,[],[]
0.1969224486441817,0.209758344148709,0.9357142857142857,0.9271428571428572,0.9353215954006467,0.9284712482468443,0.9373424558876485,0.9245810055865922,0.9333094299031911,0.9323943661971831,[],[]
0.21294844063422974,0.2105962751560252,0.9351785714285714,0.9257142857142857,0.9347004856988667,0.9273743016759777,0.9379061371841155,0.9196675900277008,0.9315166726425242,0.9352112676056338,[],[]
0.18594824324245565,0.22041551091454245,0.9453571428571429,0.92,0.9449045732805186,0.9226519337016574,0.949005424954792,0.9051490514905149,0.9408390103979921,0.9408450704225352,[],[]
0.18992914507090713,0.22047283468683335,0.9441071428571428,0.92,0.9438565022421525,0.9193083573487032,0.9443646805455851,0.9410029498525073,0.9433488705629258,0.8985915492957747,[],[]
0.1854185235737324,0.21728000090330502,0.9428571428571428,0.9242857142857143,0.9427344309234073,0.9254571026722925,0.9410503751339764,0.9241573033707865,0.9444245249193259,0.9267605633802817,[],[]
0.1831378956885393,0.2206980553878979,0.9475,0.9242857142857143,0.9472172351885099,0.9258741258741259,0.9485796476087738,0.9194444444444444,0.9458587307278594,0.9323943661971831,[],[]
0.19102963072168808,0.22307140834163874,0.94875,0.9257142857142857,0.9483905772343104,0.9273743016759777,0.9512987012987013,0.9196675900277008,0.945500179275726,0.9352112676056338,[],[]
0.18243667968316005,0.2213040612299334,0.9492857142857143,0.9242857142857143,0.9488288288288288,0.9258741258741259,0.9536399855124955,0.9194444444444444,0.9440659734671926,0.9323943661971831,[],[]
