train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall,train_report,val_report
0.33293389586752264,0.1422363849554634,0.8433617679051927,0.96702541790703,0.5033581412234526,0.8585461689587426,0.4068368544600939,0.9238900634249472,0.6599238457877201,0.8018348623853211,[],[]
0.1326505035761083,0.1088698252612527,0.9588652888303658,0.9718342111289214,0.8186750788643533,0.884071630537229,0.8713403169486973,0.9089147286821705,0.772013326987149,0.8605504587155963,[],[]
0.1139027970407266,0.09787712751072405,0.964418617965306,0.9743531028165789,0.8413529036375239,0.8957169459962756,0.9072391962565373,0.9092627599243857,0.7843883864826273,0.8825688073394495,[],[]
0.10586727042993567,0.09029891515225717,0.9695998167973894,0.9734371422028852,0.8669839679358717,0.889943074003795,0.9151242728714966,0.9214145383104125,0.8236554021894336,0.8605504587155963,[],[]
0.10612948928061934,0.0888393970612341,0.9712887158642011,0.975040073276849,0.8742950244391527,0.8980355472404116,0.9234842467566852,0.916030534351145,0.8300809138505474,0.8807339449541285,[],[]
0.10629455015293184,0.08714818404202823,0.972176103509475,0.9754980535836959,0.8788935958136058,0.9002795899347623,0.9223326359832636,0.9147727272727273,0.8393622084721561,0.8862385321100917,[],[]
0.10530349716656595,0.08850423742304027,0.973092116562661,0.9754980535836959,0.8837209302325582,0.9008341056533827,0.9201442555383823,0.9101123595505618,0.8500713945740124,0.8917431192660551,[],[]
0.10460080456395233,0.08600357554566401,0.9732638690101334,0.9757270437371193,0.8843773211190888,0.9014869888475836,0.9215686274509803,0.9133709981167608,0.8500713945740124,0.8899082568807339,[],[]
0.10186818877992088,0.08446383903028218,0.9733783706417817,0.9752690634302725,0.8850716757291152,0.9,0.9205655526992288,0.908411214953271,0.8522132317943836,0.8917431192660551,[],[]
0.1050237038999898,0.08680900274144807,0.9736073739050781,0.9757270437371193,0.8854658385093168,0.9020332717190388,0.9261954261954262,0.9087523277467412,0.8481675392670157,0.8954128440366973,[],[]
0.10527304018990691,0.08453365769441966,0.9738936279841988,0.9759560338905428,0.8871845620979713,0.9030470914127424,0.9237506439979392,0.9089219330855018,0.8534031413612565,0.8972477064220183,[],[]
0.10520116373258567,0.08177096453314517,0.9746378885899124,0.9759560338905428,0.8909672655673148,0.9026876737720111,0.9225280326197758,0.9119850187265918,0.8614945264159923,0.8935779816513761,[],[]
0.10450637995385172,0.08173460507895047,0.9743802599187038,0.9759560338905428,0.889383265356569,0.9026876737720111,0.9251735664695294,0.9119850187265918,0.8562589243217515,0.8935779816513761,[],[]
0.10301514098818129,0.08133277876793847,0.9745520123661762,0.9759560338905428,0.8902875478217944,0.9026876737720111,0.9246347090489618,0.9119850187265918,0.8584007615421227,0.8935779816513761,[],[]
0.10339723508806903,0.08072824883632936,0.975353523787714,0.9761850240439661,0.8941089656868774,0.9038817005545287,0.9251717994400611,0.9106145251396648,0.8650642551166111,0.8972477064220183,[],[]
0.1039750289875651,0.08134702227381996,0.9747237648136486,0.9761850240439661,0.8908663947596095,0.9035250463821892,0.9267163795320134,0.9136960600375235,0.857686815801999,0.8935779816513761,[],[]
0.10326813781743911,0.08044460262837154,0.9750958951165054,0.9768719945042363,0.8930152484013772,0.906046511627907,0.9239185750636132,0.9188679245283019,0.8641123274631128,0.8935779816513761,[],[]
0.10372400546311766,0.08311311276322537,0.9745520123661762,0.9764140141973895,0.8905576757355657,0.9045412418906394,0.9224687579699057,0.9138576779026217,0.8607805806758686,0.8954128440366973,[],[]
0.10035414615363857,0.07979103729585971,0.9755539016430984,0.9764140141973895,0.8950344149459194,0.904363974001857,0.9255210981189629,0.9154135338345865,0.8664921465968587,0.8935779816513761,[],[]
0.10248650609194006,0.08047668291801661,0.9751817713402416,0.9759560338905428,0.8929761757807678,0.9025069637883009,0.927673762503206,0.9135338345864662,0.8607805806758686,0.8917431192660551,[],[]
0.09964403307473181,0.08075053203380206,0.9754394000114501,0.9768719945042363,0.8944129953236525,0.9067405355493998,0.9260958205912334,0.912639405204461,0.8648262732032366,0.9009174311926605,[],[]
0.10172764795193291,0.08199966395266982,0.9756970286826587,0.9771009846576597,0.8957130573639602,0.9080882352941176,0.9256156384869256,0.9097605893186004,0.8676820561637315,0.9064220183486239,[],[]
0.10153421368541096,0.08047776445302934,0.9760119081696914,0.9766430043508129,0.8970768852861705,0.9057301293900185,0.9269035532994924,0.9124767225325885,0.8691099476439791,0.8990825688073395,[],[]
0.100088488189575,0.08100972891249608,0.975840155722219,0.9771009846576597,0.8961358602018213,0.9079189686924494,0.9278797145769623,0.911275415896488,0.8664921465968587,0.9045871559633027,[],[]
0.0983297287636098,0.0788278444687198,0.9765271655121085,0.9766430043508129,0.8990645002461841,0.9057301293900185,0.9311575726670066,0.9124767225325885,0.8691099476439791,0.8990825688073395,[],[]
